date,open,high,low,close,volume,symbol,exchange,source,interval
2021-08-16,6.476399898529053,6.4791998863220215,6.472700119018555,6.476399898529053,0,USDCNY=X,FOREX,yfinance,1d
2021-08-17,6.473599910736084,6.486100196838379,6.46750020980835,6.473599910736084,0,USDCNY=X,FOREX,yfinance,1d
2021-08-18,6.485099792480469,6.485300064086914,6.4710001945495605,6.485099792480469,0,USDCNY=X,FOREX,yfinance,1d
2021-08-19,6.4832000732421875,6.497399806976318,6.482800006866455,6.4832000732421875,0,USDCNY=X,FOREX,yfinance,1d
2021-08-20,6.49370002746582,6.5030999183654785,6.4893999099731445,6.49370002746582,0,USDCNY=X,FOREX,yfinance,1d
2021-08-23,6.491600036621094,6.4953999519348145,6.471499919891357,6.491600036621094,0,USDCNY=X,FOREX,yfinance,1d
2021-08-24,6.480000019073486,6.4832000732421875,6.468599796295166,6.480000019073486,0,USDCNY=X,FOREX,yfinance,1d
2021-08-25,6.469900131225586,6.478300094604492,6.46750020980835,6.469900131225586,0,USDCNY=X,FOREX,yfinance,1d
2021-08-26,6.474899768829346,6.485599994659424,6.472499847412109,6.474899768829346,0,USDCNY=X,FOREX,yfinance,1d
2021-08-27,6.480500221252441,6.486700057983398,6.469399929046631,6.480500221252441,0,USDCNY=X,FOREX,yfinance,1d
2021-08-30,6.470799922943115,6.470799922943115,6.457699775695801,6.470799922943115,0,USDCNY=X,FOREX,yfinance,1d
2021-08-31,6.465099811553955,6.470900058746338,6.450799942016602,6.465099811553955,0,USDCNY=X,FOREX,yfinance,1d
2021-09-01,6.45959997177124,6.4679999351501465,6.454400062561035,6.45959997177124,0,USDCNY=X,FOREX,yfinance,1d
2021-09-02,6.458899974822998,6.462299823760986,6.446199893951416,6.459000110626221,0,USDCNY=X,FOREX,yfinance,1d
2021-09-03,6.455399990081787,6.460100173950195,6.432700157165527,6.455399990081787,0,USDCNY=X,FOREX,yfinance,1d
2021-09-06,6.451900005340576,6.458499908447266,6.447400093078613,6.451900005340576,0,USDCNY=X,FOREX,yfinance,1d
2021-09-07,6.456699848175049,6.466100215911865,6.4456000328063965,6.456699848175049,0,USDCNY=X,FOREX,yfinance,1d
2021-09-08,6.4654998779296875,6.46560001373291,6.451099872589111,6.4654998779296875,0,USDCNY=X,FOREX,yfinance,1d
2021-09-09,6.460700035095215,6.462200164794922,6.445000171661377,6.460700035095215,0,USDCNY=X,FOREX,yfinance,1d
2021-09-10,6.4542999267578125,6.455999851226807,6.42710018157959,6.4542999267578125,0,USDCNY=X,FOREX,yfinance,1d
2021-09-13,6.443399906158447,6.456299781799316,6.443299770355225,6.443399906158447,0,USDCNY=X,FOREX,yfinance,1d
2021-09-14,6.450799942016602,6.451000213623047,6.4369001388549805,6.450799942016602,0,USDCNY=X,FOREX,yfinance,1d
2021-09-15,6.438300132751465,6.443299770355225,6.427499771118164,6.438300132751465,0,USDCNY=X,FOREX,yfinance,1d
2021-09-16,6.431399822235107,6.4567999839782715,6.429699897766113,6.431399822235107,0,USDCNY=X,FOREX,yfinance,1d
2021-09-17,6.456600189208984,6.467899799346924,6.4405999183654785,6.456600189208984,0,USDCNY=X,FOREX,yfinance,1d
2021-09-20,6.465199947357178,6.465799808502197,6.464000225067139,6.465199947357178,0,USDCNY=X,FOREX,yfinance,1d
2021-09-21,6.465000152587891,6.4664998054504395,6.465000152587891,6.465000152587891,0,USDCNY=X,FOREX,yfinance,1d
2021-09-22,6.466000080108643,6.472300052642822,6.4558000564575195,6.466000080108643,0,USDCNY=X,FOREX,yfinance,1d
2021-09-23,6.4608001708984375,6.468800067901611,6.44350004196167,6.4608001708984375,0,USDCNY=X,FOREX,yfinance,1d
2021-09-24,6.457900047302246,6.468599796295166,6.455900192260742,6.457900047302246,0,USDCNY=X,FOREX,yfinance,1d
2021-09-27,6.465700149536133,6.465700149536133,6.449399948120117,6.465700149536133,0,USDCNY=X,FOREX,yfinance,1d
2021-09-28,6.455999851226807,6.461100101470947,6.44920015335083,6.455999851226807,0,USDCNY=X,FOREX,yfinance,1d
2021-09-29,6.459000110626221,6.470300197601318,6.454100131988525,6.459000110626221,0,USDCNY=X,FOREX,yfinance,1d
2021-09-30,6.469600200653076,6.473299980163574,6.436699867248535,6.469600200653076,0,USDCNY=X,FOREX,yfinance,1d
2021-10-01,6.445499897003174,6.445899963378906,6.445300102233887,6.445499897003174,0,USDCNY=X,FOREX,yfinance,1d
2021-10-04,6.445700168609619,6.445700168609619,6.445199966430664,6.445700168609619,0,USDCNY=X,FOREX,yfinance,1d
2021-10-05,6.445199966430664,6.445199966430664,6.445199966430664,6.445199966430664,0,USDCNY=X,FOREX,yfinance,1d
2021-10-06,6.445199966430664,6.445199966430664,6.445199966430664,6.445199966430664,0,USDCNY=X,FOREX,yfinance,1d
2021-10-07,6.445199966430664,6.445700168609619,6.445199966430664,6.445199966430664,0,USDCNY=X,FOREX,yfinance,1d
2021-10-08,6.445199966430664,6.450399875640869,6.430699825286865,6.445199966430664,0,USDCNY=X,FOREX,yfinance,1d
2021-10-11,6.442299842834473,6.449699878692627,6.42519998550415,6.442299842834473,0,USDCNY=X,FOREX,yfinance,1d
2021-10-12,6.4496002197265625,6.456999778747559,6.439300060272217,6.4496002197265625,0,USDCNY=X,FOREX,yfinance,1d
2021-10-13,6.447999954223633,6.450200080871582,6.42609977722168,6.447999954223633,0,USDCNY=X,FOREX,yfinance,1d
2021-10-14,6.426599979400635,6.439000129699707,6.426599979400635,6.426599979400635,0,USDCNY=X,FOREX,yfinance,1d
2021-10-15,6.439000129699707,6.439499855041504,6.420199871063232,6.439000129699707,0,USDCNY=X,FOREX,yfinance,1d
2021-10-18,6.434800148010254,6.438300132751465,6.420499801635742,6.434800148010254,0,USDCNY=X,FOREX,yfinance,1d
2021-10-19,6.428899765014648,6.428899765014648,6.371699810028076,6.428899765014648,0,USDCNY=X,FOREX,yfinance,1d
2021-10-20,6.381800174713135,6.396500110626221,6.381100177764893,6.381800174713135,0,USDCNY=X,FOREX,yfinance,1d
2021-10-21,6.392899990081787,6.401199817657471,6.38640022277832,6.392899990081787,0,USDCNY=X,FOREX,yfinance,1d
2021-10-22,6.3917999267578125,6.399799823760986,6.375,6.3917999267578125,0,USDCNY=X,FOREX,yfinance,1d
2021-10-25,6.383900165557861,6.390600204467773,6.3730998039245605,6.383900165557861,0,USDCNY=X,FOREX,yfinance,1d
2021-10-26,6.384699821472168,6.385200023651123,6.3709001541137695,6.384699821472168,0,USDCNY=X,FOREX,yfinance,1d
2021-10-27,6.381499767303467,6.395599842071533,6.37470006942749,6.381499767303467,0,USDCNY=X,FOREX,yfinance,1d
2021-10-28,6.391600131988525,6.403800010681152,6.3871002197265625,6.391600131988525,0,USDCNY=X,FOREX,yfinance,1d
2021-10-29,6.390399932861328,6.406799793243408,6.381700038909912,6.390399932861328,0,USDCNY=X,FOREX,yfinance,1d
2021-11-01,6.404799938201904,6.405900001525879,6.3867998123168945,6.404699802398682,0,USDCNY=X,FOREX,yfinance,1d
2021-11-02,6.396200180053711,6.4004998207092285,6.388500213623047,6.396200180053711,0,USDCNY=X,FOREX,yfinance,1d
2021-11-03,6.398900032043457,6.405700206756592,6.3856000900268555,6.398900032043457,0,USDCNY=X,FOREX,yfinance,1d
2021-11-04,6.406199932098389,6.406300067901611,6.390699863433838,6.406199932098389,0,USDCNY=X,FOREX,yfinance,1d
2021-11-05,6.396399974822998,6.403200149536133,6.3907999992370605,6.396399974822998,0,USDCNY=X,FOREX,yfinance,1d
2021-11-08,6.397900104522705,6.39900016784668,6.382699966430664,6.397900104522705,0,USDCNY=X,FOREX,yfinance,1d
