date,open,high,low,close,volume,symbol,exchange,source,interval
2021-08-16,0.6772689819335938,0.679427981376648,0.677049994468689,0.6765199899673462,0,JPYINR=X,FOREX,yfinance,1d
2021-08-17,0.6776250004768372,0.6802290081977844,0.6775820255279541,0.6776300072669983,0,JPYINR=X,FOREX,yfinance,1d
2021-08-18,0.6783440113067627,0.6786159873008728,0.6749230027198792,0.6782799959182739,0,JPYINR=X,FOREX,yfinance,1d
2021-08-19,0.6754670143127441,0.6793400049209595,0.6737080216407776,0.675482988357544,0,JPYINR=X,FOREX,yfinance,1d
2021-08-20,0.6769530177116394,0.6787409782409668,0.6758959889411926,0.6768860220909119,0,JPYINR=X,FOREX,yfinance,1d
2021-08-23,0.6750820279121399,0.6754890084266663,0.6727709770202637,0.6764240264892578,0,JPYINR=X,FOREX,yfinance,1d
2021-08-24,0.6753460168838501,0.6771739721298218,0.6740509867668152,0.6753259897232056,0,JPYINR=X,FOREX,yfinance,1d
2021-08-25,0.6750990152359009,0.6767669916152954,0.6731340289115906,0.6750800013542175,0,JPYINR=X,FOREX,yfinance,1d
2021-08-26,0.6729689836502075,0.6747840046882629,0.6719449758529663,0.6731269955635071,0,JPYINR=X,FOREX,yfinance,1d
2021-08-27,0.6732289791107178,0.6742110252380371,0.6671450138092041,0.6731489896774292,0,JPYINR=X,FOREX,yfinance,1d
2021-08-30,0.6684399843215942,0.6692559719085693,0.6659650206565857,0.6682279706001282,0,JPYINR=X,FOREX,yfinance,1d
2021-08-31,0.6671109795570374,0.6677510142326355,0.6621159911155701,0.6660580039024353,0,JPYINR=X,FOREX,yfinance,1d
2021-09-01,0.6625639796257019,0.6638069748878479,0.6606379747390747,0.6625660061836243,0,JPYINR=X,FOREX,yfinance,1d
2021-09-02,0.6623489856719971,0.6643080115318298,0.6623489856719971,0.6624270081520081,0,JPYINR=X,FOREX,yfinance,1d
2021-09-03,0.6639090180397034,0.665494978427887,0.6630780100822449,0.6638219952583313,0,JPYINR=X,FOREX,yfinance,1d
2021-09-06,0.6644200086593628,0.665099024772644,0.6640570163726807,0.6651470065116882,0,JPYINR=X,FOREX,yfinance,1d
2021-09-07,0.6648409962654114,0.6674559712409973,0.6648409962654114,0.6647670269012451,0,JPYINR=X,FOREX,yfinance,1d
2021-09-08,0.6648550033569336,0.6689419746398926,0.6645820140838623,0.6647099852561951,0,JPYINR=X,FOREX,yfinance,1d
2021-09-09,0.6688730120658875,0.6698409914970398,0.6680709719657898,0.6688359975814819,0,JPYINR=X,FOREX,yfinance,1d
2021-09-10,0.6692730188369751,0.6699770092964172,0.6670179963111877,0.6692630052566528,0,JPYINR=X,FOREX,yfinance,1d
2021-09-13,0.6685360074043274,0.6695610284805298,0.6674299836158752,0.6685050129890442,0,JPYINR=X,FOREX,yfinance,1d
2021-09-14,0.6680369973182678,0.6712960004806519,0.6673920154571533,0.667959988117218,0,JPYINR=X,FOREX,yfinance,1d
2021-09-15,0.6706690192222595,0.6734020113945007,0.6706690192222595,0.6706690192222595,0,JPYINR=X,FOREX,yfinance,1d
2021-09-16,0.6707559823989868,0.6722779870033264,0.6694409847259521,0.6708829998970032,0,JPYINR=X,FOREX,yfinance,1d
2021-09-17,0.6702470183372498,0.6702470183372498,0.6668800115585327,0.6700289845466614,0,JPYINR=X,FOREX,yfinance,1d
2021-09-20,0.6689199805259705,0.6726980209350586,0.6689199805259705,0.6690120100975037,0,JPYINR=X,FOREX,yfinance,1d
2021-09-21,0.6725530028343201,0.6748359799385071,0.6704769730567932,0.6724119782447815,0,JPYINR=X,FOREX,yfinance,1d
2021-09-22,0.6749150156974792,0.675125002861023,0.6722400188446045,0.6749820113182068,0,JPYINR=X,FOREX,yfinance,1d
2021-09-23,0.6720790266990662,0.6721649765968323,0.6683419942855835,0.6720119714736938,0,JPYINR=X,FOREX,yfinance,1d
2021-09-24,0.6686789989471436,0.6687380075454712,0.665677011013031,0.6686769723892212,0,JPYINR=X,FOREX,yfinance,1d
2021-09-27,0.6659349799156189,0.6661400198936462,0.6636859774589539,0.6658549904823303,0,JPYINR=X,FOREX,yfinance,1d
2021-09-28,0.664808988571167,0.6666539907455444,0.6623960137367249,0.6646400094032288,0,JPYINR=X,FOREX,yfinance,1d
2021-09-29,0.6647869944572449,0.666700005531311,0.6633449792861938,0.664654016494751,0,JPYINR=X,FOREX,yfinance,1d
2021-09-30,0.6633939743041992,0.6650260090827942,0.6622260212898254,0.6633710265159607,0,JPYINR=X,FOREX,yfinance,1d
2021-10-01,0.6647760272026062,0.6685799956321716,0.6647310256958008,0.6647469997406006,0,JPYINR=X,FOREX,yfinance,1d
2021-10-04,0.6673970222473145,0.6711400151252747,0.6671519875526428,0.6670600175857544,0,JPYINR=X,FOREX,yfinance,1d
2021-10-05,0.6713830232620239,0.6718819737434387,0.6678829789161682,0.6714800000190735,0,JPYINR=X,FOREX,yfinance,1d
2021-10-06,0.6678910255432129,0.6731209754943848,0.6664440035820007,0.668179988861084,0,JPYINR=X,FOREX,yfinance,1d
2021-10-07,0.6705089807510376,0.6718090176582336,0.6697850227355957,0.6703969836235046,0,JPYINR=X,FOREX,yfinance,1d
2021-10-08,0.6694890260696411,0.6714479923248291,0.6675909757614136,0.669530987739563,0,JPYINR=X,FOREX,yfinance,1d
2021-10-11,0.6599249839782715,0.6679090261459351,0.6599249839782715,0.6684809923171997,0,JPYINR=X,FOREX,yfinance,1d
2021-10-12,0.6644219756126404,0.6677460074424744,0.662975013256073,0.6643360257148743,0,JPYINR=X,FOREX,yfinance,1d
2021-10-13,0.6642280220985413,0.6650609970092773,0.6616129875183105,0.6642860174179077,0,JPYINR=X,FOREX,yfinance,1d
2021-10-14,0.6641319990158081,0.6641659736633301,0.6607040166854858,0.6640790104866028,0,JPYINR=X,FOREX,yfinance,1d
2021-10-15,0.6581689715385437,0.6583179831504822,0.654570996761322,0.6581339836120605,0,JPYINR=X,FOREX,yfinance,1d
2021-10-18,0.657139003276825,0.6594129800796509,0.657139003276825,0.6562309861183167,0,JPYINR=X,FOREX,yfinance,1d
2021-10-19,0.657738983631134,0.658968985080719,0.6556529998779297,0.6576769948005676,0,JPYINR=X,FOREX,yfinance,1d
2021-10-20,0.6552810072898865,0.6561729907989502,0.6530889868736267,0.6552550196647644,0,JPYINR=X,FOREX,yfinance,1d
2021-10-21,0.653436005115509,0.6578779816627502,0.6533669829368591,0.6533750295639038,0,JPYINR=X,FOREX,yfinance,1d
2021-10-22,0.6569979786872864,0.6591590046882629,0.6542009711265564,0.6569280028343201,0,JPYINR=X,FOREX,yfinance,1d
2021-10-25,0.649179995059967,0.6608690023422241,0.649179995059967,0.6603320240974426,0,JPYINR=X,FOREX,yfinance,1d
