date,open,high,low,close,volume,symbol,exchange,source,interval
2021-08-15,780.4,803.95,780.25,799.3,7131928,M&M,NSE,jugaad-data,1d
2021-08-16,799.25,803.95,782.0,790.65,3835522,M&M,NSE,jugaad-data,1d
2021-08-17,793.9,797.0,786.9,791.35,2450964,M&M,NSE,jugaad-data,1d
2021-08-19,788.8,791.35,776.25,785.65,3050982,M&M,NSE,jugaad-data,1d
2021-08-22,790.0,793.45,763.65,765.9,2512960,M&M,NSE,jugaad-data,1d
2021-08-23,767.0,779.9,761.6,778.15,1662376,M&M,NSE,jugaad-data,1d
2021-08-24,780.95,783.0,770.55,772.05,1693443,M&M,NSE,jugaad-data,1d
2021-08-25,771.0,782.9,767.25,781.4,2576883,M&M,NSE,jugaad-data,1d
2021-08-26,779.9,785.0,765.0,775.15,2907125,M&M,NSE,jugaad-data,1d
2021-08-29,783.95,794.15,783.0,791.55,3028708,M&M,NSE,jugaad-data,1d
2021-08-30,788.0,795.8,781.3,793.3,3324467,M&M,NSE,jugaad-data,1d
2021-08-31,793.3,802.5,768.9,769.9,6031309,M&M,NSE,jugaad-data,1d
2021-09-01,772.85,774.15,750.0,752.45,4879865,M&M,NSE,jugaad-data,1d
2021-09-02,756.0,757.0,745.1,749.9,4257842,M&M,NSE,jugaad-data,1d
2021-09-05,753.0,759.8,747.05,754.75,3682183,M&M,NSE,jugaad-data,1d
2021-09-06,755.1,758.7,748.1,753.1,2273976,M&M,NSE,jugaad-data,1d
2021-09-07,756.0,757.8,749.0,754.75,2380939,M&M,NSE,jugaad-data,1d
2021-09-08,750.0,756.5,747.55,750.75,3313559,M&M,NSE,jugaad-data,1d
2021-09-12,753.5,753.5,740.35,745.55,3139833,M&M,NSE,jugaad-data,1d
2021-09-13,744.8,752.55,744.65,750.2,3089381,M&M,NSE,jugaad-data,1d
2021-09-14,752.0,760.0,746.5,755.1,3336656,M&M,NSE,jugaad-data,1d
2021-09-15,759.85,761.0,751.35,756.95,2686018,M&M,NSE,jugaad-data,1d
2021-09-16,758.2,766.0,749.15,754.15,5504398,M&M,NSE,jugaad-data,1d
