date,open,high,low,close,volume,symbol,exchange,source,interval
2021-08-16,148.39999389648438,153.4499969482422,147.22000122070312,151.94000244140625,271144880,TATASTEEL,NSE,yfinance,1d
2021-08-17,151.94000244140625,153.39999389648438,149.1750030517578,150.3699951171875,189709230,TATASTEEL,NSE,yfinance,1d
2021-08-18,150.94500732421875,151.88999938964844,148.82000732421875,150.0449981689453,123317450,TATASTEEL,NSE,yfinance,1d
2021-08-20,144.5050048828125,144.6999969482422,136.27999877929688,137.55999755859375,273400690,TATASTEEL,NSE,yfinance,1d
2021-08-23,140.1999969482422,140.97999572753906,131.0749969482422,135.86500549316406,229257290,TATASTEEL,NSE,yfinance,1d
2021-08-24,138.1999969482422,142.0,137.6999969482422,140.46499633789062,176075790,TATASTEEL,NSE,yfinance,1d
2021-08-25,141.8000030517578,142.60000610351562,138.0749969482422,139.02000427246094,125650100,TATASTEEL,NSE,yfinance,1d
2021-08-26,139.0399932861328,139.47500610351562,136.5,137.5050048828125,91578980,TATASTEEL,NSE,yfinance,1d
2021-08-27,137.89999389648438,139.44500732421875,137.5850067138672,138.4149932861328,73940810,TATASTEEL,NSE,yfinance,1d
2021-08-30,139.89999389648438,144.5,139.8000030517578,144.05999755859375,134443870,TATASTEEL,NSE,yfinance,1d
2021-08-31,144.5,145.89999389648438,143.1999969482422,145.02499389648438,247521080,TATASTEEL,NSE,yfinance,1d
2021-09-01,145.125,145.5500030517578,140.6999969482422,141.1199951171875,88128970,TATASTEEL,NSE,yfinance,1d
2021-09-02,141.10000610351562,143.1999969482422,141.0,142.50999450683594,61480460,TATASTEEL,NSE,yfinance,1d
2021-09-03,142.8000030517578,145.2949981689453,141.64500427246094,144.36500549316406,84523820,TATASTEEL,NSE,yfinance,1d
2021-09-06,144.6999969482422,145.19500732421875,142.31500244140625,143.6999969482422,69586760,TATASTEEL,NSE,yfinance,1d
2021-09-07,144.39999389648438,145.89999389648438,142.06500244140625,142.8699951171875,63527170,TATASTEEL,NSE,yfinance,1d
2021-09-08,142.60000610351562,144.26499938964844,141.86000061035156,142.98500061035156,46762240,TATASTEEL,NSE,yfinance,1d
2021-09-09,142.0,145.19500732421875,142.0,144.6999969482422,53130300,TATASTEEL,NSE,yfinance,1d
2021-09-13,144.6999969482422,147.1999969482422,143.64999389648438,146.34500122070312,56702080,TATASTEEL,NSE,yfinance,1d
2021-09-14,147.60000610351562,147.60000610351562,144.89999389648438,145.22999572753906,55037670,TATASTEEL,NSE,yfinance,1d
2021-09-15,145.22999572753906,146.3699951171875,144.44000244140625,145.50999450683594,44174640,TATASTEEL,NSE,yfinance,1d
2021-09-16,146.0,147.19000244140625,143.125,143.6750030517578,56067970,TATASTEEL,NSE,yfinance,1d
2021-09-17,143.6999969482422,144.02999877929688,136.0,138.58999633789062,195720300,TATASTEEL,NSE,yfinance,1d
2021-09-20,135.0,135.19000244140625,124.73500061035156,125.30999755859375,282384120,TATASTEEL,NSE,yfinance,1d
2021-09-21,125.80000305175781,129.69000244140625,123.29000091552734,129.22000122070312,255935400,TATASTEEL,NSE,yfinance,1d
2021-09-22,129.94000244140625,131.8000030517578,128.30999755859375,130.5800018310547,111242470,TATASTEEL,NSE,yfinance,1d
2021-09-23,133.0,133.94500732421875,130.60499572753906,131.8699951171875,99462510,TATASTEEL,NSE,yfinance,1d
2021-09-24,132.0,132.39999389648438,125.84500122070312,127.20999908447266,132866160,TATASTEEL,NSE,yfinance,1d
2021-09-27,127.19999694824219,128.8699951171875,126.1050033569336,127.05000305175781,86688770,TATASTEEL,NSE,yfinance,1d
2021-09-28,127.34500122070312,129.67999267578125,126.30000305175781,128.09500122070312,81007360,TATASTEEL,NSE,yfinance,1d
2021-09-29,127.0,130.97999572753906,126.72000122070312,129.55499267578125,94945770,TATASTEEL,NSE,yfinance,1d
2021-09-30,130.3000030517578,131.63999938964844,128.38499450683594,128.88999938964844,75145680,TATASTEEL,NSE,yfinance,1d
2021-10-01,127.5,131.10000610351562,126.5,129.78500366210938,90374700,TATASTEEL,NSE,yfinance,1d
2021-10-04,129.78500366210938,132.77499389648438,128.0399932861328,132.4149932861328,96902370,TATASTEEL,NSE,yfinance,1d
2021-10-05,131.39999389648438,133.27000427246094,131.01499938964844,131.68499755859375,57952160,TATASTEEL,NSE,yfinance,1d
2021-10-06,131.99000549316406,132.86000061035156,127.31500244140625,127.98999786376953,86316930,TATASTEEL,NSE,yfinance,1d
2021-10-07,129.5,130.67999267578125,128.35499572753906,128.9199981689453,46033670,TATASTEEL,NSE,yfinance,1d
2021-10-08,130.1999969482422,134.40499877929688,129.63499450683594,130.11500549316406,107220150,TATASTEEL,NSE,yfinance,1d
2021-10-11,130.5,132.73500061035156,129.8000030517578,131.32000732421875,63496580,TATASTEEL,NSE,yfinance,1d
2021-10-12,131.32000732421875,133.5,130.5,132.91000366210938,60970190,TATASTEEL,NSE,yfinance,1d
2021-10-13,132.5500030517578,137.65499877929688,131.80499267578125,135.42999267578125,132857180,TATASTEEL,NSE,yfinance,1d
2021-10-14,137.39999389648438,139.05999755859375,135.39999389648438,137.5050048828125,82273710,TATASTEEL,NSE,yfinance,1d
