ex_date,ratio,symbol
1997-08-19,2.0,INFY
1999-02-10,2.0,INFY
2000-01-24,2.0,INFY
2000-01-27,2.0,INFY
2004-07-01,4.0,INFY
2006-07-13,2.0,INFY
2014-12-02,2.0,INFY
2015-06-15,2.0,INFY
2018-09-04,2.0,INFY
