ex_date,ratio,symbol
2000-03-08,3.0,SUNPHARMA
2003-01-13,2.0,SUNPHARMA
2004-05-27,2.0,SUNPHARMA
2010-11-25,5.0,SUNPHARMA
2013-07-29,2.0,SUNPHARMA
